url,title,sources,content_type,fetch_method,folder,has_content,content_indicator,url_type
http://www.nytimes.com/2011/12/09/opinion/to-fix-health-care-help-the-poor.html?src=tp&smid=fb-share,login,csv,from_csv,csv_export,Archive,True,128,web
http://www.nytimes.com/2012/02/08/us/radical-muslim-americans-pose-little-threat-study-says.html?src=tp&smid=fb-share,login,csv,from_csv,csv_export,Archive,True,127,web
